titles,authors,informs,clip_links
로봇,김영하,"문학동네×오디오클립의 김영하 낭독 공모전 수상자들이 낭독하는 김영하 특별 단편선. 우리가 사랑하는 작가, 김영하 작가가 가장 아끼는 단편들이 목소리의 주인공을 찾았다. 작가가 직접 고른 5편의 작품과, 작가가 선택한 5명의 목소리. • 「로봇」 (이은주 낭독, 소설집 『무슨 일이 일어났는지는 아무도』 수록) 희망 없는 일상에 지친 여자 앞에 자신이 로봇이라고 주장하는 남자가 나타난다. 그와의 일탈에 자신을 던지는 여자는 무엇을 믿고 싶어하는 것일까.",https://audioclip.naver.com/audiobooks/39109BFBD5
너만 모르는 엔딩 (정세운),최영희,"너만 모르는 엔딩-“지켜봐, 무슨 일이 있어도 네가 있는 곳으로 우주를 몰아갈 테니까.” 대한민국의 평범한 중년 남자 외양을 하고 있는 액체 외계인 흡 씨는 물파스 냄새에 반해 지구에 정착한 점술가이자 다란시장 상인회 멤버로 활약 중이다. 그는 ‘다중우주론에 기반한 미래 설계 및 가능성의 분기점 추출 장치’로 고객들의 미래를 점쳐 주고 있다. 이 장치를 통해 호재의 미래를 설계하는 중에 호재는 피하고 싶은 아내 유형을 말하다 그 사람이 바로 민아라는 사실을 알게 된다. 민아는 유치원 시절부터 친구로, 호재가 보기에 예측 불가능하고 오지라퍼에 ‘국영수사과포자’다. 호재는 완벽한 미래를 위해 민아와 부부가 될 확률이 아예 존재하지 않는 우주들로 들어서기 위해 일을 꾸미지만, 오히려 민아한테 홀딱 반하고 만다. 하지만 이미 바뀐 우주의 설정으로 민아는 유치원 시절부터 호재와 데면데면한 사이가 되고 마는데……. 과연 호재는 자신의 미래를 다시 바꿀 수 있을까? *** 정세운이 낭독하는 최영희 작가의 『너만 모르는 엔딩』은 [EBS 아이돌이 읽다, 마음을 잇다] 라는 아이돌의 낭독과 기부가 결합된 프로젝트 참여 작품이다. 이시대 최고의 아이돌이 문학작품 낭독자로 참여해 목소리 재능을 기부하고, 이를 통해 발생되는 수익금 일부는 농어촌청소년육성재단에 기부되어 문화 교육 혜택에서 소외된 청소년들의 올바른 성장 지원을 위해 사용된다.",https://audioclip.naver.com/audiobooks/002BA9DFB4
앨리스 죽이기,고바야시 야스미 저,"2014 ‘이 미스터리가 대단하다’ 4위 2014 ‘본격 미스터리 베스트 10’ 6위 2014 ‘미스터리가 읽고 싶다’ 8위 2014 ‘게이분도 서점 소설 대상’ 1위 2013 ‘《주간분슌》 선정 미스터리 베스트 10’ 13위 《이상한 나라의 앨리스》가 가진 환상성에 그로테스크한 묘사와 치밀한 논리가 더해진 본격 미스터리 화제작 1995년 데뷔작 [완구수리자]로 일본호러소설대상 단편상을 수상한 이래, 고바야시 야스미는 호러와 SF, 미스터리를 자유롭게 넘나들며 독특한 색깔을 가진 ‘고바야시 월드’를 구축해왔다. 그간 [바다를 보는 사람]으로 SF매거진 독자상을,《천국와 지옥》으로 세이운 상을 수상하고, 《밀실?살인》과 《커다란 숲의 자그마한 밀실》로 미스터리 독자들의 지지까지 얻는 등 다양한 장르를 소화하는 작가로 주목을 받았으며, 특히 서로 다른 장르적 특성을 하나의 작품에 자연스럽게 녹여내는 탁월한 능력으로 높이 평가받았다. 세심한 규칙과 논리적 설정으로 미스터리의 틀을 충분히 갖추고 있으면서도 호러소설의 실력자다운 잔혹 묘사를 더해 일반적인 미스터리와 다른 묘한 분위기를 느낄 수 있게 하는 것이 고바야시 미스터리만의 강점이다. 신작 《앨리스 죽이기》는 여기서 한 걸음 더 나아가 세계적 고전과의 접목을 시도한 작품으로, 작가가 20여 년간 쌓아온 역량들이 고스란히 집약되어 있다. 루이스 캐럴의 환상소설 《이상한 나라의 앨리스》를 바탕으로 꿈과 현실 사이를 오가며 연쇄살인마를 추적하는 과정을 그린 이 소설은 ‘고전과 미스터리의 성공적 결합’이라는 호평을 받으며 2014년 ‘이 미스터리가 대단하다’ 4위, ‘본격 미스터리 베스트 10’ 6위에 오르는 등 일본의 주요 미스터리 랭킹에 이름을 올렸다.",https://audioclip.naver.com/audiobooks/9747344E27
베니스의 상인,윌리엄 셰익스피어,"세기의 극작가 셰익스피어가 그려내는 베니스의 풍경! 르네상스 유럽의 가장 부유한 도시 베니스에서 펼쳐지는 사랑과 우정, 돈과 명예, 법률과 유대인 문제를 둘러싼 희비극. 흥미진진한 전개와 반전이 매력적인 셰익스피어의 대표작 <베니스의 상인>은 완역을 토대로 한 대사를 그대로 살려 중세시대의 시적인 정서를 생생히 느낄 수 있습니다. 베니스의 상인인 안토니오는 친구인 밧사니오로부터 부탁을 받는다. 벨몬트에 사는 포셔에게 청혼하기 위한 자금이 필요하다는 밧사니오의 부탁을 듣고, 안토니오는 고리대금업자이자 유대인인 샤일록을 찾아가게 된다. 평소 자신의 사업을 방해하고 자신을 멸시하던 안토니오가 찾아오자 샤일록은 그에게 복수할 기회라 여기고, 돈을 갚지 못할 경우 살 1파운드를 대신 줘야 한다는 무시무시한 계약조건을 내건다. 밧사니오는 안토니오의 도움으로 포셔에게 청혼하는 데 성공하지만, 베니스에선 안토니오가 바다로 보냈던 상선들이 침몰해서 파산 위기에 몰렸다는 소식이 파다하게 퍼져나가고, 샤일록과 안토니오는 재판을 받게 된다. 꼼짝없이 살 1파운드를 떼어주고 죽을 위기에 처한 안토니오 앞에 묘령의 법학박사가 등장하면서 사태는 새 국면을 맞이하게 되는데…",https://audioclip.naver.com/audiobooks/B5D98C631A
"시지프 신화 (민음사 세계문학, 완독본)",알베르 카뮈,"20세기 프랑스 문단의 신화이자 실존주의 문학의 대표 작가 알베르 카뮈 『이방인』의 사상적 단초가 되는 실존적 문제에 대한 강렬한 통찰 부조리에 반항하는 진정한 방법으로서의 ‘긍정’과 ‘행복’을 역설한 철학적 산문시 『이방인』의 철학적 단초를 제시한 『시지프 신화』 『이방인』, 「칼리굴라」와 함께 ‘부조리 3부작’을 이루는 작품",https://audioclip.naver.com/audiobooks/46C49CDC42
칼의 노래,김훈,"[본 오디오북은 '요약본'입니다.] 32회 동인문학상 수상(2001년) <남한산성>, <언니의 폐경>의 작가 김훈의 이순신에 관한 장편소설. 2001년 동인문학상 수상작. 이견의 여지가 없는 신화, 이순신. 이순신은 헤아릴 수 없이 많은 적선들 앞에 초라한 숫자의 배를 몰고 나가 세계 해전사에 유례를 찾을 수 없는 대승을 거둔 명장이다. 한 국가의 운명을 단신의 몸으로 보전한 당대의 영웅이며, 정치 모략에 희생되고, 장렬히 전사한 인물로 알려져 있다. 이순신에 관한 많은 이야기들이 전해진다. 그러나 그 속에는 이순신이라는 실존은 사라지고 없다. 이 소설은 당대의 사건들 속에 이순신이라는 개인을 다루며 이순신을 인간적인 존재로 표현한다. 작가 김훈은 이 소설을 통해 공동체와 역사에 책임을 져야 할 위치에 선 자들이 지녀야 할 윤리, 사회 안에서 개인이 가질 수 있는 삶의 태도, 문(文)의 복잡함에 대별되는 무(武)의 단순미, 4백 년이라는 시간 속에서도 달라진 바 없는 한국 문화의 혼미한 정체성 등을 이야기 한다.",https://audioclip.naver.com/audiobooks/BC9C80A3D7
"베니스에서의 죽음 (민음사 세계문학, 완독본)",토마스 만,"20세기 독일의 가장 위대한 소설가 노벨 문학상 수상 작가 토마스 만의 대표작! 토마스 만은 경건한 시민적 세계와 관능적, 예술적 세계 사이에서 갈등하던 작가였다. 1911년 5월, 토마스 만은 브리오니 섬에서 휴양 중에 평소 존경해 오던 작곡가 구스타프 말러의 부고를 전해 들은 후 베니스로 여행을 떠난다. 이 체험이 계기가 되어 『베니스에서의 죽음』이 만들어졌다. 대가로 인정받는 한 예술가의 죽음을 담은 이 소설에서는 장편 부덴브로크 일가의 대성공과 단편 『트리스탄』, 『토니오 크뢰거』에 대한 호평으로 일약 대가의 반열에 오른 토마스 만의 작가로서의 자부심과 커다란 자의식 그리고 독특한 예술관을 느낄 수 있다.",https://audioclip.naver.com/audiobooks/B2A07D6495
"설득 (민음사 세계문학, 완독본)",제인 오스틴,"‘지난 천 년간 최고의 문학가’에 셰익스피어에 이어 꼽힌 제인 오스틴 결혼과 인생을 둘러싼 불안에 대해 여성이 느끼는 섬세한 감정을 탁월하게 묘사한 작품 여성의 자존감은 제인 오스틴의 발명품이라고 해도 과언이 아니다.—《가디언》 『설득』의 주인공인 앤 엘리엇은 온유하고 섬세한 인물이자 말없는 고통에 시달리는 인물로, 제인 오스틴이 창조한 여성 인물들 중 가장 흥미로운 인물일 것이다.—골드윈 스미스 ≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡≡ 독신과 결혼, 사랑과 조건 사이에서 방황하는 여성 선택과 결정에 따른 삶에 대한 인정 앤은 가세가 기울어 가는 귀족인 월터 엘리엇 경의 둘째 딸로, 팔 년 전 장래가 촉망되지만 무일푼에 인맥도 없는 해군 장교 웬트워스와 약혼했다가 서로 어울리지 않는다는 주위의 만류에 설득당해 파혼했다. 이후 그녀가 다른 사람과 결혼하지 않은 채 다른 가족을 돌보고 그들의 요구에 맞추며 쓸쓸한 생활을 하는 반면, 웬트워스는 군대에서 승진하고 큰 재산을 모은 뒤 영국에 돌아온다. 아직도 마음 깊이 웬트워스를 사랑하던 앤은 은근한 기대로 설레지만, 웬트워스는 앤을 무시한 채 다른 여자들 사이에서 신붓감을 찾기 시작한다. 『설득』은 구시대적 여성관을 비판하고 평등한 양성 관계를 긍정적인 모범으로 내세우면서, 기존 지배층의 무능과 새로이 대두하는 계층인 해군의 유능함을 대비함으로써 당시에 진행되던 커다란 사회적 변화를 개인들의 연애와 결혼 이야기를 통해 자연스레 드러낸다. 특히 앤이 웬트워스가 이웃의 젊고 활달한 여성들과 사귀는 과정을 가까이에서 지켜보며 말없이 견디는 감정을 생생하게 전함으로써 독자의 마음에 깊은 여운을 남긴다. 직업적, 경제적 사회 활동에서 배제된 채 결혼을 통해서만 존엄을 유지할 수 있었던 그 시대의 여성이 결혼이라는 인생일대의 문제를 두고 방황하는 모습을 통해 여성의 입장을 대변하는 이 소설은, 규범적 사회 안에서 여자라는 이유로 겪어야 했던 감정적 고통을 그린 최초의 진정한 초상화이다.",https://audioclip.naver.com/audiobooks/2BFBC8D8E0
천 개의 파랑,천선란,"소설가 최진영, 영화감독 민규동, 배우 손수현 추천! 우리 SF를 물들일 가장 따뜻한 색, 파랑 한국과학문학상 장편 대상 수상작 『천 개의 파랑』 SF가 진보하는 기술 속에서 변화하고 발전하는 모습을 예견하는 장르라면, 『천 개의 파랑』은 진보하는 기술 속에서 희미해지는 존재들을 올곧게 응시하는 소설이다. 발달한 기술이 배제하고 지나쳐버리는 이들, 엉망진창인 자본 시스템에서 소외된 이들, 부서지고 상처 입은 채 수면 아래로 가라앉아 있던 이들을 천선란은 다정함과 우아함으로 엮은 문장의 그물로 가볍게 건져 올린다. 그의 소설은 희미해진 이들에게 선명한 색을 덧입히는 과정으로 이루어져 있다. “동식물과 자연, 다수에 속하지 않는 인간을 배제하는 발전을 추구한다면 인류는 빠르게 멸망할 것이다. 그러므로 우리는 『천 개의 파랑』을 읽으며 다시 배워야만 한다. 행복과 위로, 애도와 회복, 정상성과 결함, 실수와 기회, 자유로움의 진정한 의미를. 우리는 ‘천천히, 천천히’ 나아가도 된다. 아니, 그래야만 한다. 무엇도 배제하지 않고 함께 나아가는 방법을 보여주는 따뜻하고 찬란한 소설을 만났다. 고맙고 벅차다.” -최진영(소설가) 최진영 소설가가 추천의 글에서 말한 것처럼, 우리는 『천 개의 파랑』을 읽으며 행복과 위로, 애도와 회복, 자유로움과 같은, 시간이 흘러도 변하지 않는 가치를 다시금 확인하게 된다. 안락사당할 위기에 처한 경주마 ‘투데이’, 하반신이 부서진 채로 폐기를 앞둔 휴머노이드 기수 ‘콜리’, 장애를 가진 채 살아가는 소녀 ‘은혜’, 아득한 미래 앞에서 방황하는 ‘연재’, 동반자를 잃고 멈춰버린 시간 속에서 끝없는 애도를 반복하는 ‘보경’, 『천 개의 파랑』은 이렇듯 상처 입고 약한 이들의 서사를, 그 누구도 배제하지 않는 따뜻한 파랑波浪처럼 아우른다. 세계의 구석에서 누구도 홀로 물방울처럼 울지 않게 말이다. 눈을 감았다가 뜰 때마다 천변만화하는 세상 속에서도 『천 개의 파랑』은 변하지 않는 것, 이 세계의 가장 느리고 약한 것들과 기꺼이 발걸음을 맞추며 걷는다. 『천 개의 파랑』은 천선란 작가가 휴대폰 메모장에 적어놓은 한 줄에서부터 시작한다. ‘우리는 모두 천천히 달리는 연습을 해야 한다.’ 빠른 속도로 지나가는 풍경 속에서도 ‘있는 힘껏 고개를 돌려 흐릿한 풀잎을 바라보는’ 천선란의 시선은 올곧으며, 개미 한 마리조차 밟지 않기 위해 느린 걸음을 연습하는 작가의 태도는 믿음직스럽다. 그렇기에 우리는 천선란의 시선과 발걸음에 맞추어 『천 개의 파랑』을 읽는 동안 ‘부서지고 다친 작은 존재들의 끈질긴 연대 너머로만 엿볼 수 있는 촘촘한 기쁨’을 누릴 수 있게 된다.",https://audioclip.naver.com/audiobooks/D4356949E2
알려지지 않은 예술가의 눈물과 자이툰 파스타,박상영,"지난 2년 사이 젊은작가상을 연속 수상하고, ‘소설가들이 뽑은 올해의 소설’에 계속해서 이름을 올리는 등 일약 한국문학의 가장 주목받는 젊은 작가로 확고히 자리잡은 박상영의 첫번째 소설집. 박상영의 소설은 실패하고 망하는 것 역시 그럴싸한 삶의 한 방식이 될 수 있음을 보여준다. 2018년 젊은작가상 수상작이자, 언젠가 한국 ‘퀴어 소설’의 계보에 반드시 언급될 작품인 「알려지지 않은 예술가의 눈물과 자이툰 파스타」의 ‘나’와 왕샤의 모습이 대표적이다. ‘나’는 칸영화제의 총아가 되겠다는 꿈을 가지고 게이들의 현실을 그린 영화, 그러니까 이성애자 감독이 그리는 퀴어 영화처럼 “감정 과잉의 신파이거나 정치적 프로파간다에 빠지지 않은” “세상에 없는 퀴어 영화”를 만들고자 하지만, ‘나’의 처음이자 마지막 장편영화는 이성애자 영화평론가로부터 현실성이 없다며 혹평을 듣는다. ‘나’에게 게이들의 현실이란 이성애자들의 그것과 마찬가지로 “그냥 젊은 사람이 술 먹고 섹스하는” “그냥 연애하는” 일과 다르지 않지만 결국 ‘나’는 ‘짝퉁 홍상수’ 취급을 당하며 영화판에서 밀려날 뿐이다. 왕샤 역시 “동양의 찰스 와이드먼”을 꿈꾸며 현대무용에 매진하지만 결국 자신이 연기한 작품의 제목처럼 “세상의 작은 점”조차 되지 못한다. 그런데 재미있는 것은 이들의 실패가 전혀 낙담스럽거나 비참하게 느껴지지 않는다는 사실이다. 문학평론가 신형철의 말처럼 “누군가의 실패를 감히 선언할 수 있는 자격이 있는 사람은 자기 자신뿐인데, 이 소설은 실패를 선언할 자격이 있는 바로 그 사람들의 실패 선언이기 때문에 유례없이 당당”(젊은작가상 심사평)하고 오히려 패기가 넘친다. 한국 문단의 ‘대표적 유머리스트’라고 할 수 있는 소설가 이기호가 박상영을 두고 “‘생래적 유머리스트’의 출현”이라며 후배의 등장을 반긴 것처럼 박상영의 소설은 유머러스하고 리듬감 있게 읽는 재미가 있다. 박상영은 농담을 에둘러 흘리기보단 부끄러워하지 않고 직접 던지는 편에 가깝다. 제제가 ‘나’에게 보내온 “오늘의 웃긴 얘기”를 듣고 우리는 피식피식 웃지 않을 수 없고, ‘나’와 왕샤가 ‘샤넬 노래방’과 ‘비욘세 순대국밥’에서 한바탕 소동을 벌이며 나누는 대화는 급기야 우리를 파안대소하게 만든다. 그리고 그 소동과 웃음을 넘어 끝내 우리를 눈물짓게 만들고, 동시대를 살아가는 이들의 이야기에 “속수무책으로 공감”(소설가 정이현)하게 만드는 것이 바로 박상영의 소설이다.",https://audioclip.naver.com/audiobooks/C665CABF02
