titles,authors,informs,clip_links
"장미 병들다 (RESOUND 단편, 이형훈 낭독)",이효석,"「장미 병들다」는 1938년 『삼천리 문학』에 발표된 '이효석'의 단편소설입니다. 성에 대한 개방의식을 드러내는 사실주의 소설로, 비애적 삶을 겪는 여성인 '남죽'에 대한 이야기를 그리고 있습니다. 소설 속 두 주인공인 '현보'와 '남죽'은 현보가 서울에서 학교를 다닐 때 대중원이라는 책방(서점)에서 우연히 알게 된 사이입니다. 남죽은 언니인 세죽이 운영하는 대중원에서 기식하면서 독서와 재능으로 여러 가지 꿈을 꾸던 여학생이었습니다. 이후 연락이 끊어졌다가 현보는 극단 '문화좌'의 여배우로서 남죽을 7년만에 만나게 됩니다. 갓 설립된 극단 '문화좌'는 지방공연을 앞두고 엄격한 검열에 걸려 공연이 좌절되고, 남죽은 고향으로 가고자합니다만 여비가 없어 오도가고 못하고 맙니다. 현보의 친구에게서 얼마의 돈을 여비로 구하지만 그 액수가 적어, 그 돈으로 함께 유흥에 탕진해버립니다. 이후 그들은 처음으로 육체 관계를 갖게 되고 현보는 그의 집에서 통장을 훔쳐 남죽의 여비를 마련한 뒤, 남죽이 머물고 있는 여관으로 찾아 갑니다. 하지만 이미그녀는 떠나고, 현보는 그 아름답던 남죽과의 성관계에서 성병마저 얻고 맙니다. 현보는 마음과 몸을 속인 남죽을 생각하며 씁쓸해 합니다. 작가는 한 개인의 고통만을 그려내는데 그치는 것이 아니라, 확장하여 당시 병리적인 사회의 전체 상을 짚어내고 있다. 「장미 병들다」의 오리지널 스코어를 작곡한 '손다혜'는 이야기 속 감성들을 섬세한 선율로 녹여내어 자연스러운 음악이야기를 만들어내는데 탁월한 작곡가입니다. 제1회 창작국악극대상에서 여류명창 진채선의 삶을 다룬 <운현궁 로맨스>로 대상은 물론 작곡상,극본상, 여자 창우 4개 부문을 수상하기도 했습니다. 손다혜는 극음악뿐만 아니라 음악극을 실내악과 관현악의 형태로 다채롭게 구사해왔고, 2013년에 한국문화예술위원회 지원 차세대 예술전문인력(AYAF)으로 선정되어 자신의 작곡 음악극 독주회인 <손다혜의 음악 그리고 이야기> 로 첫 번째 무대를 선보인 바 있습니다. 100년 전 우리 소설, 아름다운 소리로 만나다. [Resound 단편] 시리즈 소위 ‘고전’이라 불리는 작품들은 시대를 불문하고 인간과 삶을 관통하는 날카로운 통찰을 담고 있습니다. 그러나 한 번쯤 제목은 들어 봤을지라도, 제대로 읽어본 적은 없는 경우가 많습니다. 왜일까요? 어쩌면 고전은 낡고 지루하며 어렵다는 편견이 있는 건 아닐까요. [Resound 단편] 시리즈는 그 편견을 깹니다. 오늘날 활발히 활동 중인 작가들이 고쳐 쓰고, 그 원고를 전문 배우들이 생생하게 낭독하고, 거기에 뮤지션들이 작곡한 음악이 더해져, 고전은 새로운 예술작품이 되었습니다. 옛 것의 가치는 간직하되 새로운 옷을 입고 화려하게 돌아온 50편의 [Resound 단편] 시리즈가 새로운 문학의 세계, 감상하는 오디오북의 세계로 당신을 초대합니다.",https://audioclip.naver.com/audiobooks/215DBA2883
어린왕자,앙투안 드 생텍쥐페리,"이해심이 부족한 어른들 때문에, 어린 시절 화가의 꿈을 버리고 조종사가 된 ‘나’는 6년 전 사하라 사막에 비행기 고장으로 불시착한다. 죽느냐 사느냐의 기로에 있던 내 앞에 갑자기 양 한 마리를 그려달라는 어린 왕자를 만난다. 어린 왕자와의 대화를 통해 ‘나’는 조금씩 자신의 모습을 돌아보며, 순수를 그려가기 시작한다. 그리고, 신기하게도 어린 왕자의 모습 속에서 자신의 모습을 발견하고, 그에게서 사랑과 삶을 배우게 된다.",https://audioclip.naver.com/audiobooks/F1BB9E8A0F
꽃이 되지 못한 사람들 (사건보고서 2022),김민지,"""친애하는 나의 스토커님, 나를 사랑해 줘서 고마워요."" 자신을 사랑해 주는 사람은 모두 사랑하고야 마는 유지수는 요즘 스토커에게 시달리는 중이다. 또한 동시에 단골 카페의 사장인 이수호에게 작은 연심을 품고 있다. 그렇게 혼자 스토커의 정체를 알아내려 하던 중, 자신의 스토커가 사실은 이수호였다는 사실을 알게 되고, 유지수는 그에게 성큼 다가가기로 결심한다.",https://audioclip.naver.com/audiobooks/1CF87F3EC1
대도시의 사랑법,박상영,"여름밤, 나의 아름다운 도시, 어쩌면 너 때문에 젊은 소설의 첨단, 박상영 신작 소설 2019년 젊은작가상 대상을 수상하고, 한권의 소설집(『알려지지 않은 예술가의 눈물과 자이툰 파스타』)이 일약 수많은 독자들을 매료한 박상영의 연작소설 『대도시의 사랑법』이 출간되었다. 젊은작가상 대상 수상작 「우럭 한점 우주의 맛」을 비롯해 발표와 동시에 화제가 됐던 4편의 중단편을 모은 연작소설이자 작가의 두번째 소설집으로, 청춘의 사랑과 이별의 행로를 때로는 유머러스하고 경쾌하게 그려내고, 때로는 밀도 높게 성찰하는 아름다운 작품들이다. 책을 묶는 과정에서 크고 작은 개작을 거친바, “모두 같은 존재인 동시에 모두 다른 존재”(‘작가의 말’)인 30대 초반의 작가 ‘영’이 좌충우돌하며 삶과 사랑을 배워 나가는 과정이 놀랍도록 흥미롭고 깊이 있게 펼쳐진다. 여름의 도시 풍경과 한데 어우러져 강한 인상을 남기는, ‘읽다 마는 일을 결코 할 수 없는’(김하나 추천사) 빼어난 소설이다. 그것을 방증하듯 출간 전에 이미 영국 Tilted Axis Press와 번역 출간 계약이 이루어졌다. 『채식주의자』 번역으로 한강 작가와 함께 2016년 맨부커인터내셔널상을 수상한 데보라 스미스의 큰 관심으로, 한국소설로는 이례적인 일을 맞았다. “그러니까 사실 나, 네가 엄청 필요해” 이토록 활달하고 사랑스러운 소설을 만나는 반가움 「재희」에서 게이 남성인 주인공은 대학 동기인 재희라는 여성과 동거한다. “정조 관념이 희박”한 ‘나’와 재희는 만난 남자들에 대해 수다를 떨고 서로의 비밀을 공유하면서 가깝게 지내다가 재희가 스토커 남자에게 위협받은 사건을 계기로 같이 살게 된다. 둘은 재희의 임신중절수술, 그리고 ‘나’의 연인의 죽음과 작가 등단 등 20대의 큰 사건들을 함께한다. 두 사람의 파란만장한 청춘기와 재희가 결혼에 이르기까지의 과정이 무척 유머러스하고 흡인력 높게 전개되며, 찡한 결말이 자못 큰 여운을 남긴다. 「우럭 한점 우주의 맛」은 “이 소설집에서 가장 길고 또 압도적으로 아름다운” 작품이라는 평가(강지희 해설)에 값하는 수작 중편이다. 말기 암 투병 중인 엄마를 간병하면서 지내는 화자 ‘영’은 5년 전에 뜨겁게 사랑했던 형의 편지를 받고 다시 마음이 요동치며 과거를 떠올린다. 철학 강좌에서 만나 연애에 이르렀지만 화자에게 그는 알면 알수록 불가사의한 인물로 다가온다. 학생운동을 한 과거에 여전히 사로잡힌 채 화자를 미국을 좋아한다며 꾸짖고, 아직도 정부가 자신을 감시한다는 의심을 거두지 못하는 그는 자신이 게이임에도 ‘동성애’라는 ‘악습’을 끝내 받아들이지 못하는 별난 사람이다. 이 소설 역시 곳곳에 유머 코드가 가득한데, 작가는 그에 만족하지 않고서 끝없이 자기소개서를 쓰는 별 볼 일 없는 청년의 일상은 물론 엄마라는 존재를 통해 삶과 죽음에 대한 성찰에 이르는 주인공의 궤적을 ‘압도적으로 아름답게’ 펼쳐낸다. 표제작 「대도시의 사랑법」과 「늦은 우기의 바캉스」는 직접적으로 연결되는 작품이다. 「대도시의 사랑법」의 주인공은 클럽에서 진탕 취하는 일이 다반사고, 팔리지도 않는 연극 프로그램북을 파는 일을 하며, “쓰레기 같은 글”을 끼적이면서 지내는 인물로, 파트너의 부주의함으로 HIV에 감염된 비밀을 지니고 있다. 클럽 바텐더 규호와 서로 애정을 느끼던 끝에 그는 이 사실을 고백하고, “그러거나 말거나 너”라는 규호의 반응으로 연애가 시작된다. 단란하기도 하고 권태롭기도 한 오랜 연애는 그러나 예기치 못한 일로 갑작스레 변곡점을 맞이한다. 「늦은 우기의 바캉스」는 홀로 방콕에 가게 된 화자의 이야기이다. 규호와 방콕에서 함께한 찬란했던 한때를 곳곳에서 떠올리는 화자의 발걸음이 중심을 이루는 이 소설은 함께 실린 여타 소설과 다르게 유독 웃음기를 거두고서 상실과 고독의 정서에 집중하는 작품으로, 결말부의 짧은 고백이 강렬한 여운을 남기면서 이 연작소설들의 대미를 장식한다.",https://audioclip.naver.com/audiobooks/E14FF10F07
비행운 <너의 여름은 어떠니>,김애란,"김애란이 돌아왔다. 2012년 올해로 등단 만 10년 차가 되는 시간 동안 공백 없이 작품을 발표해오기도 했지만, 지난해 출간한 첫 장편소설 <두근두근 내 인생>으로 차세대 '젊은 작가'라는 수식어를 2010년대 대표 작가로 갈아치운 그녀다. 많은 사랑과 기대를 한 몸에 받으며 세번째 소설집 <비행운>을 가지고 왔다. '비행운'은 새로운 삶을 동경하는 형식으로(飛行雲), 하지만 현실을 벗어나지 못하게 하는 연쇄적 불운(非幸運)에 발목 잡힌 '우리들'의 이야기를 담고 있다. 문학평론가 박준석이 말했듯 ""김애란 소설은 우선 안부를 묻고 전하는 이야기, 말하자면 하이-스토리hi-story라고 부를 수 있다. 이 안부에는 개인적인 소소한 안녕을 넘어선 어떤 윤리""를 가지고 동세대의 실존적 고민을 드러내며 살아남은 자들에게 인사를 전한다. 친구처럼 곁에서 나의 이야기를 들어주러 온 듯 이번 소설집에서도 김애란은 자신의 매력을 백분 발휘한다. 또한 좀더 많은 세대와 공간을 아우르며 '확장'을 시도하기도 하는데, 그것은 김애란 '너머'를 발견하게 하는 기회를 마련해줄 것이다. 2011 젊은작가상 대상 수상작 '물속 골리앗', 2010 이상문학상 우수상 수상작 '그곳에 밤 여기에 노래' 등 모두 8편이 수록되어 있다. 회사를 그만두고 난 살이 찌기 시작했다. 정말 많이 찌기 시작했다. 대학시절 만큼이나 살이 쪘다. 고향 친구의 소식을 전해들었다. 내일이 발인이라는 소식을… 그리고 그날 대학시절 첫사랑인 선배에게서 전화가 왔다. ""미영아, 오늘 시간 있니?"" 선배를 만나고 고향으로 내려가면 될 것 같았는데, 그랬는데... 난 지금 고장난 형광등이 천정에 매달린 내 작은 자취방에 누워있다.",https://audioclip.naver.com/audiobooks/CF404F6ECD
"파리의 노트르담 1 (민음사 세계문학, 완독본)",빅토르 위고,"호메로스, 단테, 셰익스피어의 뒤를 잇는 세계 4대 시성(詩聖) 빅토르 위고 뮤지컬 「노트르담 드 파리」의 원작 ▶ 하늘에서 내려온 드문 영혼, 빅토르 위고. -샤를 보를레르 ▶ 희곡에 셰익스피어가 있다면, 소설에는 위고가 있다. -알퐁스 드 라마르틴 ▶ 위고는 가장 위대한 프랑스 시인이다. -앙드레 지드 ▶『파리의 노트르담』은 진정으로 아름다운 작품이다. -귀스타브 플로베르 ▶ 위고는 눈물의 제왕이다. -앨프레드 로드 테니슨 「노틀담의 꼽추」라는 제목으로 잘 알려진 『파리의 노트르담』은 1831년 발표된 이래 수없이 많은 언어로 번역되고 70번 이상 영화화될 만큼 시대를 초월해 사랑 받는 작품이다. 이 작품을 원작으로 만든 뮤지컬 「노트르담 드 파리」는 1998년 초연한 이래 500만 장의 티켓 판매, 1000만 장의 음반 판매를 기록하는 등 전 세계인들의 사랑을 받고 있다. 15세기 파리를 배경으로 다양한 인간 군상이 벌이는 사랑과 질투, 증오와 연민의 사건을 펼쳐가는 『파리의 노트르담』은 찬연한 고전 시대의 문화가 서서히 몰락하는 그늘 아래서 무지와 탐욕이 순결한 영혼을 파멸시키는 비극이며, 뭇사람들의 조롱과 질시 속에서 피어나는 노트르담 성당의 종지기 카지모도와 순수하고 아름다운 집시 처녀 라 에스메랄다의 사랑 이야기다.",https://audioclip.naver.com/audiobooks/5A962AB14C
잠들 수 없는 밤의 기묘한 이야기,송준의,"천만 네티즌의 심장을 얼린 전설적인 공포 시리즈 도시화가 가속화되면서 생겨나는 불안을 배경으로 형성된 도시괴담. 떠도는 괴담처럼 보이는 이 이야기들은 바로 옆집에서, 또는 나에게 직접 일어날 수 있는 일이다. 천만 네티즌의 등골을 서늘하게 했던 공포 시리즈의 전설이 시작된다. [출판사 서평] 작지만 강렬한 공포! 그 거부할 수 없는 세계로…… 『잠들 수 없는 밤의 기묘한 이야기』부터 『무서운 이야기-더 파이널』까지 이어지는 ‘무서운 이야기’ 시리즈의 미니북 에디션. 이 시리즈는 공포 장르의 콘텐츠를 나누는 블로그, ‘잠들 수 없는 밤의 기묘한 이야기(잠밤기)’에 여러 구독자가 털어놓은 공포 체험담을 엮은 것이다. 실제 있었던 무서운 이야기라는 점에서 여기저기 떠도는 상상의 산물과는 전혀 다른 현실적인 공포의 맛을 느낄 수 있다. 이 시리즈에는 오늘밤 나에게도 벌어질 수 있는 일, 내 방, 우리 집 앞에서도 목격될 수 있는 무서운 일들이 한가득 담겨 있다. 용기 없는 사람은 펼치지 말길 권한다. 책장을 넘기는 순간 감당할 수 없이 섬뜩하고 매혹적인 이야기로 빨려 들어갈 것이다. 잠들 수 없는 밤의 기묘한 이야기 : 전설의 시작 괴담을 이해하면 사회적인 현상의 코드나 기호를 쉽게 파악할 수 있다. 80년대 중·후반을 풍미 한 ‘홍콩할매 귀신’만 보더라도, 늦은 시간까지 밖에 있는 아이들에게 경계심을 갖도록 하기 위해 ‘홍콩할매 귀신’ 괴담이 만들어졌다는 것이 정설이다. 즉, 당시 학원이나 과외 열풍이 불면서 아이들이 늦게까지 밖에 있는 시간이 많았고, 그래서 이를 노린 유괴 범죄가 늘어나는 추세라 경계가 필요했던 것이다. 또한 어른들이 자주 하시는 말씀 중에, 문지방을 넘지 말라는 이야기가 있다. 옛 사람들은 문지방을 일종의 경계선이라고 생각했는데, 옛부터 해가 지면 돌아다니지 말라는 어른들의 말씀 역시, 노을이 지며 낮과 밤이 바뀌는 걸 보고 이승과 저승의 경계가 열린다고 생각했기 때문이다. 이런 전통이 전해지면서 문지방 역시 이승과 저승의 경계선으로 보고 그곳에 앉아 있으면 해를 입을 수 있다고 생각했다. 특히 도시괴담은 도시가 가속화되면서 생겨나는 불안을 배경으로 형성된 이야기로, 현대를 살아가는 사람들의 거울이라고 할 수 있다.",https://audioclip.naver.com/audiobooks/D79A71051C
"라쇼몬 (민음사 세계문학, 완독본)",아쿠타가와 류노스케,예술의 이상향을 꿈꾼 불세출의 천재 아쿠타가와 류노스케 일본 근대 문학을 견인하며 독보적이고 독창적인 작품 세계를 펼친 작가 시대와 세대를 초월하여 문학의 본질을 탐구하는 예리한 시선 ▶ 아쿠타가와 류노스케는 문학계에 유례없는 작가가 될 것이다. ― 나쓰메 소세키 ▶ 진실이란 얼마나 주관적인지를 조명하는 가운데 통찰력과 예리한 독창적 지성을 빛내는 작가. ―《가디언》,https://audioclip.naver.com/audiobooks/D8C3C53868
폭풍의 언덕,에밀리 브론테,"30년에 걸친 격정적 대서사극! 에밀리 브론테가 남긴 단 한편의 소설! <폭풍의 언덕> 나쁜 남자 ‘히스클리프’, 치명적인 매력의 ‘캐서린’ 두 남녀의 사랑 앞에서는 거칠 것이 없습니다. 두 남녀의 인생 앞에는 두려울 것도 없습니다. 인간의 생과 사, 선과 악, 감성과 이성을 뛰어 넘어 서로를 넘치게 사랑하고 품었던 히스클리프와 캐서린. <폭풍의 언덕>이 남긴 것! - 에밀리 브론테의 단 한편의 유작!. - 셰익스피어의 <리어왕>, 멜빌의 <백경>과 더불어 영문학 3대 비극. - 세계 10대 소설에 꼽히는 Best & Steady seller! - 시적이고 감성적 필치로 현대 최고의 소설이라는 평가를 받는 작품! - 인간의 균열되고 파편화된 심리를 뛰어난 묘사로 표현해 현대 문학사에 충격을 던진 작품!",https://audioclip.naver.com/audiobooks/23ADF7C06E
안네의 일기,안네 프랑크,제2차 세계 대전이 일어나자 유태인 소녀 안네의 가족은 네덜란드로 이주를 한다. 하지만 그곳에서도 얼마 안 있어 강제수용소로 끌려가지 않기 위해 은신처로 몸을 숨겨야만 하는데... 13살 소녀 안네의 눈으로 바라본 두 가족이 숨어사는 숨막히는 이야기들. 일기를 쓰며 침착하게 은신처 생활을 견뎌낸 안네는 결국 평화의 기쁨을 맛 볼 것인가...,https://audioclip.naver.com/audiobooks/06F4BB2CED
