titles,authors,informs,clip_links
납량특집 : 소오름,유경,오디언 기획 납량특집 소오름,https://audioclip.naver.com/audiobooks/943D008A80
이어폰,윤혜인,"박희상- 희상의 모친은 달맞이봉에 불어 닥친 재개발 붐에 편승해 땅 투기 등으로 큰 재력가가 된다. 장신의 키와 멋진 외모, 최연소라는 타이틀이 들어간 국제변호사 자격증에 전문 경영인 학위, 강남의 내로라하는 집안의 외아들인 희상은 졸부의 표상인 모친의 자랑이다. 희상의 모친은 집안 좋고, 명성 있는 집안의 며느리를 맞이하기 위해 선자리를 마련하지만, 희상은 어렸을 때부터 일편단심인 차이현만을 바라본다. 차이현- 달맞이봉에서도 가장 가난하고 불우한 가정에서 성장한 그녀는, 누구에게도 마음의 문을 열지 않고 말도 하지 않고 오로지 어린 시절 동네 언니가 준 워크맨만을 들으며 살아간다. 그러던 어느 날, 어린 시절 추억의 한 조각으로 남아 있는 희상과 해후하게 되는데……. 항상 이어폰만 꽂고 살아가는 차이현! 그런 이현을 바라보는 박희상! 과연, 희상의 해바라기는 성공을 할 것인가……. 한 남자와 한 여자의 선택. 세상을 버리기 위해 이어폰을 선택했다. 세상을 이용하기 위해 선공을 선택했다. 한밤의 도둑처럼 의미 모를 카세트 테이프만을 남겨주고 떠난 희상을, 이현은 이어폰 속 음악 안에 묻어두었다.",https://audioclip.naver.com/audiobooks/43108EBAB0
애드가 앨런 포우의 추리 공포 그리고 비밀,애드가 앨런 포우,"30센티미터의 송곳이 당신의 귀를 파고든다. 애드가 앨런 포우가 없었다면 우리는 ‘도플갱어’, ‘착신아리’, ‘데스티네이션’을 만나지 못했을것이다. 모든 공포물은 포우에서 시작해서 포우로 끝난다. 고양이의 저주, 고양이의 복수 이야기, 검은 고양이, 목 잘린 모녀의 처절한 비명, 모르그에서 생긴 일. 나의 심장을 살려내라 내 심장을 뛰게 만어라, 배반의 심장. 나와 닮은 사람이 같은 공간에 존재한다. 또 다른 내가 나를 바라본다, 마이 네임 이즈 윌리엄 윌슨. 사랑, 마리의 영혼… 그녀를 죽인 우리 자신의 이야기, 마리의 사생활. 절대 공포의 세계로 당신을 초대합니다.",https://audioclip.naver.com/audiobooks/3BE7DB6AA1
맥베스,윌리엄 셰익스피어,"셰익스피어가 오디오 판타지를 만나다! 셰익스피어의 4대 비극 중 가장 화려하고 잔인한 작품인 ‘맥베스’ ""맥베스, 당신의 흠이 뭔지 아세요? 누구보다도 출세를 원하고 남다른 야심도 있지만 출세에 필요한 ‘잔인함’ 이 없어요!"" - 레이디 맥베스- 야망을 가졌으나 남을 짓밟을 용기는 없는 인물, 맥베스. 그런 남편의 야망을 실현시키기 위해 카리스마를 내뿜는 레이디 맥베스. 레이디 맥베스는 ‘내조의 여왕’ 인가 아니면 ‘파멸의 여신’ 인가? 조금은 어렵게만 느껴졌던 셰익스피어의 작품. 400년이 지난 지금 성우들의 열정적인 연기와 노래, 전율하는 사운드와 함께 오디오 판타지로 부활합니다.",https://audioclip.naver.com/audiobooks/777093B7A3
섬의 애슐리,정세랑,"관광지 댄서에서 나이팅게일로 행복한 신부에서 비극의 희생자로… 애슐리의 눈물이 에메랄드빛 바다가 되다 판타지, SF, 순수문학의 경계를 자유롭게 넘나들며 다양한 독자를 포위하는 정세랑은 <테이크아웃>을 통해 외국의 어느 관광지에서 만난 섬의 애슐리의 이야기를 전한다. 가슴에 조악한 코코넛 껍질을 단 채 관광을 온 본토 사람들 앞에서 전통춤을 추며 생계를 유지하던 단조로운 애슐리의 삶이 소행성의 충돌로 인해 오리엔탈리즘을 대변하고 비극과 희망의 아이콘이 되어 버린다. 그곳에선 어떤 일이 벌어졌고, 섬과 본토의 사람들은 애슐리에게 어떤 일을 한 걸까. 인간의 엉뚱한 욕심에 마구잡이로 희생당하는 애슐리라는 캐릭터는 <바다 어디쯤의 색을 끌어오고 싶었다>는 한예롤의 에너지 넘치는 그림과 함께 강렬하게 마음속에 새겨진다. 정세랑의 단단한 세계와 세상의 비밀을 표현하는 한예롤의 신비로운 컬러가 조화롭게 어우러진다. * 이 오디오북은 한국출판문화산업진흥원(KPIPA) 의 <2020 년 오디오북 제작 지원 사업> 선정작입니다.",https://audioclip.naver.com/audiobooks/C94A12989A
침이 고인다 <침이 고인다>,김애란,"통속을 걷어낸 반짝이는 상상력으로 단숨에 독자를 사로잡는 그녀의 신작 소설집. 다시, 김애란이다! 그렇고 그런 일상에 단물처럼 고이는 이야기들… 슬픔도 담담하게 쓸쓸함도 유머러스하게~ 왜, 김애란인가. 2005년 말, 그녀는 문단과 각종 언론의 관심을 한 몸에 받았다. 대산창작기금 수혜부터 최연소 한국일보문학상 수상 소식, 그리고 첫 소설집 출간. 인터뷰 기사도 꼬리를 물고 이어졌다. 마치 기다렸다는 듯이 문단과 언론은 그녀를 반겼고, 그녀와 관련된 기사들이 여기저기서 봇물 터지듯 쏟아졌다. 하여 그해를 정리하는 기사에서는 “한국 문단이 거둔 최대의 수확 중 하나”로 평가되었을 뿐 아니라, 국민일보에 실린 ‘2005 문화 검색어 톱 10’의 다섯 번째로 선정되기도 하였다. 그 기사의 첫 문장은 “올 문단의 화두는 세대교체였다”로 시작했다. 그녀에 대한 관심은 그 다음 해인 2006년에도 식지 않았고, 2006년에 주목하는 작가로 다시 한 번 그 열기를 이어갔다. 《침이 고인다》에서 작가는 여자들의 방이라는 공간에 대한 풍요로운 소설적 시선을 드러낸다. 학원 강사로 일하며 혼자 살고 있는 그녀에게 어머니에게 버림받은 기억을 가진 후배가 찾아온다. 후배의 엄마는 도서관에서 딸에게 껌 한 통을 쥐여준 뒤 사라진다. 후배는 압도적인 외상적 장면을 그녀에게 말해버린 뒤, 그때 남은 껌 하나를 쪼개서 그녀에게 주고, 둘은 함께 동거하게 된다.",https://audioclip.naver.com/audiobooks/43958769E3
즐거운 나의 집 2,공지영,"공지영 신작 장편소설! 엄마 같은 딸, 딸 같은 엄마. 그들이 펼치는 맥주처럼 알싸한 가족 이야기. 세 번 결혼하고 세 번 이혼한 친엄마와 사는 18세 당찬 소녀 위녕이 들려주는 좌충우돌 엉뚱 발랄 유쾌한 가족 이야기와, 가족이기에 감내해야 했던 상처, 사랑이기에 거부할 수 없었던 고통을 작가 특유의 문체로 치유하고 있다. 이 소설은 시대와 함께 호흡하며 우리의 현재를 이야기하는 작가, 공지영이 발견한 가족, 그 평범함과 특별함에 관한 이야기다. 지금까지 수많은 독자들에게 감동의 눈물을 선사한 작가가 이제는 웃음으로 우리 문학의 새로운 성취를 이루어냈다. 이 소설은 철없는 엄마와 너무 일찍 철든 딸, 그들의 가족 스케치로, 평범하지만 알고 보면 특별한 우리 모두의 이야기를 하고 있다. 소설은 불완전해 보이는 가족 대문에 마음의 지독한 몸살을 앓으며 사춘기를 넘어야 했던 위녕의 목소리로 시작된다. 십대의 마지막을 엄마와 함께 보내면서, 그토록 간절했던 진정한 이해와 사랑을 통해 자신의 소중함을 되찾아가면서 삶의 주체로 당당하게 성장하는 위녕의 이야기를 통해 가족과 사랑이라는 이름으로 새겨진 상처와 고통을 치유하고 있다. 사랑이 있으면 우리는 가족이다. 내 소설과 내 마음이 모두 사랑이기를 바라고 살면 설사 실수투성이 삶일지라도 소중해진다. 그 소중한 마음들이 모이는 곳이 우리 집, ‘즐거운 나의 집’이다. ―저자 인터뷰 중에서 ▶ 줄거리 자세히 들여다보기! 열여덟 살 주인공 위녕은 고 삼이 되기 전 십대의 마지막을 자신이 낳아준 엄마와 함께 보내기 위해 아버지와 새엄마의 집을 떠난다. 여름방학을 이용해 B로 거처를 옮긴 위녕은 새로 자리 잡은 엄마의 집에서 여섯 번의 계절을 보낸다. 그러는 동안 위녕은 새로운 가족(외가 식구들과 형제)을 발견하기도 하고, 사랑하는 존재(고양이 코코)와 동생 둥빈 아빠의 죽음을 맞기도 한다. 또한, 엄마의 새 남자친구를 만나고 또래 친구를 통해 평범한(?) 가족이라는 환상을 깨기도 한다. 무엇보다 위녕 스스로 자신의 상처를 돌아보고 치유하며 엄마의 부재로 인해 혼란스러웠던 자신의 정체성과 함께 가족의 의미를 되찾아간다.",https://audioclip.naver.com/audiobooks/EC5791D6FC
꽃도령 유랑단,임현정,"[본 오디오북은 '요약본'입니다.] 사극의 새로운 무대, 저잣거리에서 한판 걸쭉하게 놀아봅시다! 조선 최고의 구기꾼 은별은 주인나리의 말 한 필 값으로 고작 백 냥에 팔려간 신세가 되고 만다. 팔려간 은별을 맞이한 자들은 조선팔도 제일천하일색으로 소문이 자자한 여섯 꽃도령! 은별을 ‘꽃도령 유랑단’의 일원으로 받아들인 꽃도령들은 화려한 놀이판을 벌이며 ‘주인’을 위한 은밀한 임무를 수행하는데... 조선 최고의 무대, 저잣거리에서 펼쳐지는 달콤 살벌한 놀이극! 조선에 왕이 있기 이전에 백성들이 있었고, 백성들의 삶은 저잣거리에 있었다. 저고리며 치마가 하늘하늘 걸려 있는 포목점, 글자깨나 읽는다는 선비들의 핫플레이스 세책방을 지나, 봇짐장수들이 너도나도 물건을 펼쳐놓은 난전과 북적북적 조용할 새가 없는 주막……. 왕이 잠행에 나설 때나 비춰지던 저잣거리가, 이번에는 이야기의 주무대가 된다. 궐 안만이 불꽃이 튀는 정치투쟁의 장이 아니다. 진짜 투쟁은 바로 여기, 저잣거리 한복판에서 펼쳐진다. 공주를 적대 세력에 빼앗기지 않으려는 폐비와 가문의 권력을 위해 공주의 부마가 되기를 서슴지 않는 왕의 개, 공유. 왕의 개 측은 공주를 폐비 측에 빼앗기지 않기 위해 도리어 가장 사람이 많이 몰리는 곳, 저잣거리에 공주를 숨긴다. 그리고 그 마저도 폐비 세력의 밀정에 노출이 될까 하여, 화려한 놀이판을 벌여 시선을 분산시키는데! 삶이 고스란히 담겨 있는 저잣거리의 생동감 넘치는 모습과 우리민족하면 빼놓을 수 없는 흥과 가락. 민초(民草)에 의해 만들어져 서로가 서로의 고달픈 삶을 위로하며 즐겼던 놀이, 그 끝자락에 있는 마당놀이극을 통해 화려한 볼거리를 선사하며 우리 시대 ‘진정한 위로’의 의미를 묻는다.",https://audioclip.naver.com/audiobooks/B85E3E05C3
재회 (옥상달빛 김윤주),정소연,"「재회」의 주인공 수미는 자기 삶을 뒤흔드는 선택의 순간에 맞닥뜨린다. 수미는 한 번밖에 치를 수 없는 우주 비행사 실기 시험 도중 위험에 처한 다른 우주선을 발견한다. 우주선을 구조하느라 시간을 쓴다면 우주 비행사 시험에서 탈락할 테고, 우주선을 모른 척한다면 사람들의 목숨이 위험하다. 수미는 과연 어떤 선택을 해야 할까? *** 김윤주(옥상달빛)가 낭독하는 정소연 작가의 「재회 」는 아이돌 및 각계 저명인사의 목소리 재능을 기부받아 소리책을 만들고 이를 통해 청각 장애인에게 희망의 소리를 선물하는 캠페인에 참여한 작품이다. 캠페인 수익금의 일부는 사랑의 달팽이 재단에 기부되어, 경제적 어려움으로 소리 없는 세상에 살고 있는 난청 아동들에게 희망의 소리를 선물해주기 위한 지원 기금으로 사용되어진다.",https://audioclip.naver.com/audiobooks/79B1165506
호텔마마 1 : 그는 왜 나를 궁지로 몰았을까,양수련,"영화처럼 숨막히는 추리 스릴러다. 사회에서 루저로 살아가는 나를 받아주는 곳은 호텔마마, 바로 엄마뿐이다. 항상 정성스럽게 아들인 나를 챙겨주는 엄마. 그 행복을 당연하게 여겼다. 끝나지 않을 줄 알았다. 하지만 존재조차 몰랐던 아버지 다른 형이 등장했다. 형은 엄마와 나의 집, 호텔마마에 들어와 제 자리인양 활개를 치고 다닌다. 순식간에 엄마의 마음을 앗아가고 급기야는 당연히 내 것이 되어야 할 공간 ? 호텔마마까지 넘보려 한다. 빼앗길 수 없다. 호텔마마는 나만의 것이다! 현대에 살아가고 있는 우리들이 모델인듯 현실성이 넘치면서도 우리들이 한번씩 꿈꾸었던 욕망을 소유하기 위해 움직이는 작품 속 주인공들을 지켜보다 보면, 어느새 소설의 마지막 페이지에 바쁘게 다다른 당신을 발견할 수 있을 것이다. 《책 속으로》 이틀 후면 드디어 출소다. 도시를 누빌 수 있는 자유의 몸이 된다. 기쁘다는 생각은 바람 한 점 만큼도 들지 않는다. 어둑하고 습한 감방에 갇혀 있던 지난 12년. 내게는 그야말로 미궁이었다. 12년 만에 보게 될 바깥세상은 또 얼마나 달라져 있을까. 두렵기도 하다. 억울한 내 옥살이만큼이나. 내게 왜 이런 일이 생긴 것일까. 생각을 곱씹고 또 곱씹었다. 무려 12년 동안이나. - 호텔마마 1 - 그는 왜 나를 궁지로 몰았을까 中 형은 경찰에 시달리다가 귀가한 나를 맞아주었다. 현관 앞에 서있는 형을 본 체 만 체하고 나는 주방 앞에 섰다. 음식 냄새가 진동했으나 엄마는없었다. 식탁엔 엄마의 음식이 한 상 가득 차려져 있었다. “흉내를 좀 내봤는데 맛은 장담을 못하겠네. 한 집에 살면서 지난 육 개월 동안 너와 내가 밥 한 끼를 제대로 같이한 적이 없더라.” 경찰 심문은 사람의 진을 빼놓는 일이었다. 나는 몹시 허기져 있었다. 허겁지겁 먹어도 시원찮았겠지만 형이 만든 음식에 나는 젓가락도 대지 않았다. 몰래 수면제라도 탔을지 알 수 없었다. “이 집에 형이 더 머무를 이유가 없지. 내 집에서 그만 나가줘.” - 호텔마마 5 - 호텔마마 中 내 집 앞에만 오면 사람들은 고약한 냄새가 난다고 토하듯 비명을 질러댔다. 저들은 오만 인상을 쓰는 것은 물론이요, 손을 코앞에 대고 무례한부채질을 해 댔다. 저들에게 역한 냄새를 조금이라도 날려 보겠다는 심사였다. 그러나 내게는 아무런 냄새도 나지 않는다. 도대체 무슨 냄새가 난다고저리들 호들갑인지. 듣고 있는 나로서는 여간 억울한 일이 아니다. 게다가 무슨 탐정 놀이라도 하는 양 저들이 냄새의 정체를 밝혀내고야 말겠다며 현관에 바짝 코를 들이대고 킁킁거릴 때면 내 인내심도 바닥을 긴다. 이해심이라고는 눈곱만치도 없는 저들. 나는 현관문을 퍼뜩 열고 나가 그들의 뒤통수를 한 대 멋지게 갈겨 주고 싶다는 생각을 한다. - 호텔마마 10 - 현관 앞 방문객 中",https://audioclip.naver.com/audiobooks/EEB4F10207
